$Flow file for segment 34,,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,,
JDAY,PH,Spill,Fish,
6999.5,169.9,327.55,1.27,2/28/2019
7000.5,169.9,320.95,1.27,3/1/2019
7001.5,169.9,200.47,1.27,3/2/2019
7002.5,169.9,201.32,1.27,3/3/2019
7003.5,169.9,207.38,1.27,3/4/2019
7004.5,169.9,210.24,1.27,3/5/2019
7005.5,169.9,233.32,1.27,3/6/2019
7006.5,169.9,253.61,1.27,3/7/2019
7007.5,169.9,251.14,1.27,3/8/2019
7008.5,169.9,253.18,1.27,3/9/2019
7009.5,169.9,251.63,1.27,3/10/2019
7010.5,166.43,240.29,1.27,3/11/2019
7011.5,166.41,166.24,1.27,3/12/2019
7012.5,116.84,166.84,1.27,3/13/2019
7013.5,14.61,235.64,1.27,3/14/2019
7014.5,33.28,185.54,1.27,3/15/2019
7015.5,45.83,144.41,1.27,3/16/2019
7016.5,25.73,142.33,1.27,3/17/2019
7017.5,17.53,136.06,1.27,3/18/2019
7018.5,29.12,111.12,1.27,3/19/2019
7019.5,50.3,85.38,1.27,3/20/2019
7020.5,25.86,109.51,1.27,3/21/2019
7021.5,7.58,133.51,1.27,3/22/2019
7022.5,115.77,18.96,1.27,3/23/2019
7023.5,59.43,77.98,1.27,3/24/2019
7024.5,8.15,130.4,1.27,3/25/2019
7025.5,55.08,81.62,1.27,3/26/2019
7026.5,19.24,121.12,1.27,3/27/2019
7027.5,30.09,107.85,1.27,3/28/2019
7028.5,9.2,134.15,1.27,3/29/2019
7029.5,61.79,78,1.27,3/30/2019
7030.5,42.93,94.49,1.27,3/31/2019
7031.5,10.18,129.45,1.27,4/1/2019
7032.5,39.28,97.92,1.27,4/2/2019
7033.5,22.67,117.2,1.27,4/3/2019
7034.5,22.64,208.15,1.27,4/4/2019
7035.5,8.96,272.95,1.27,4/5/2019
7036.5,12.59,270,1.27,4/6/2019
7037.5,11.41,265.09,1.27,4/7/2019
7038.5,11.68,264.08,1.27,4/8/2019
7039.5,17.96,254.88,1.27,4/9/2019
7040.5,11.92,262.25,1.27,4/10/2019
7041.5,14.19,261.49,1.27,4/11/2019
7042.5,15.43,260.48,1.27,4/12/2019
7043.5,20.05,256.45,1.27,4/13/2019
7044.5,19.34,256.14,1.27,4/14/2019
7045.5,16.47,255.51,1.27,4/15/2019
7046.5,12.08,242.87,1.27,4/16/2019
7047.5,11.02,213.44,1.27,4/17/2019
7048.5,10.02,198.85,1.27,4/18/2019
7049.5,8.01,198.71,1.27,4/19/2019
7050.5,17.07,187.16,1.27,4/20/2019
7051.5,27.92,171.96,1.27,4/21/2019
7052.5,10.94,189.08,1.27,4/22/2019
7053.5,9.19,192.73,1.27,4/23/2019
7054.5,7.55,192.33,1.27,4/24/2019
7055.5,10.56,183.76,1.27,4/25/2019
7056.5,5.29,190.44,1.27,4/26/2019
7057.5,6.12,191.49,1.27,4/27/2019
7058.5,5.36,191.15,1.27,4/28/2019
7059.5,5.72,191.29,1.27,4/29/2019
7060.5,5.82,191.47,1.27,4/30/2019
7061.5,7.94,189.46,1.27,5/1/2019
7062.5,6.91,192.61,1.27,5/2/2019
7063.5,11.71,199.95,1.27,5/3/2019
7064.5,8.59,209.36,1.27,5/4/2019
7065.5,7.1,211.42,1.27,5/5/2019
7066.5,16.09,228.25,1.27,5/6/2019
7067.5,27.56,220.3,1.27,5/7/2019
7068.5,20.91,227.59,1.27,5/8/2019
7069.5,20.53,226.94,1.27,5/9/2019
7070.5,16.91,225.35,1.27,5/10/2019
7071.5,12.27,212.17,1.27,5/11/2019
7072.5,12.41,212.68,1.27,5/12/2019
7073.5,12.42,228.81,1.27,5/13/2019
7074.5,13.67,235.03,1.27,5/14/2019
7075.5,13.05,234.55,1.27,5/15/2019
7076.5,13.52,233.01,1.27,5/16/2019
7077.5,31.79,232.42,1.27,5/17/2019
7078.5,11.38,265.95,1.27,5/18/2019
7079.5,70.92,198.63,1.27,5/19/2019
7080.5,109.69,135.44,1.27,5/20/2019
7081.5,84.42,171.19,1.27,5/21/2019
7082.5,20.77,267.71,1.27,5/22/2019
7083.5,16.78,264.27,1.27,5/23/2019
7084.5,13.4,227.93,1.27,5/24/2019
7085.5,13.69,204.68,1.27,5/25/2019
7086.5,12.05,205.03,1.27,5/26/2019
7087.5,12.3,203.71,1.27,5/27/2019
7088.5,13.31,202.87,1.27,5/28/2019
7089.5,15.4,204.1,1.27,5/29/2019
7090.5,14.25,208.1,1.27,5/30/2019
7091.5,30.02,194.4,1.27,5/31/2019
7092.5,146.13,71.33,1.27,6/1/2019
7093.5,145.83,72.63,1.27,6/2/2019
7094.5,150.03,92.72,1.27,6/3/2019
7095.5,158.76,160.15,1.27,6/4/2019
7096.5,156.64,201.1,1.27,6/5/2019
7097.5,158.48,207.4,1.27,6/6/2019
7098.5,136.37,248.01,1.27,6/7/2019
7099.5,156.27,267.13,1.27,6/8/2019
7100.5,151.16,267.95,1.27,6/9/2019
7101.5,149.52,262.79,1.27,6/10/2019
7102.5,70.69,286.47,1.27,6/11/2019
7103.5,27.35,273.51,1.27,6/12/2019
7104.5,38.33,217.79,1.27,6/13/2019
7105.5,98.99,125.76,1.27,6/14/2019
7106.5,133.48,83.42,1.27,6/15/2019
7107.5,132.27,83.07,1.27,6/16/2019
7108.5,103.14,110.91,1.27,6/17/2019
7109.5,118.43,79.13,1.27,6/18/2019
7110.5,104.81,69.95,1.27,6/19/2019
7111.5,129.74,44.07,1.27,6/20/2019
7112.5,123.32,32.91,1.27,6/21/2019
7113.5,124.06,32.18,1.27,6/22/2019
7114.5,122.63,33.12,1.27,6/23/2019
7115.5,123.73,31.53,1.27,6/24/2019
7116.5,125.97,13.77,1.27,6/25/2019
7117.5,131.14,8.02,1.27,6/26/2019
7118.5,128.96,8.31,1.27,6/27/2019
7119.5,125.89,13.88,1.27,6/28/2019
7120.5,115.96,21.94,1.27,6/29/2019
7121.5,115.12,21.94,1.27,6/30/2019
7122.5,118.22,20.65,1.27,7/1/2019
7123.5,91.04,47.72,1.27,7/2/2019
7124.5,137.78,0.09,1.27,7/3/2019
7125.5,138.22,0.02,1.27,7/4/2019
7126.5,135.76,0.23,1.27,7/5/2019
7127.5,137.53,0.29,1.27,7/6/2019
7128.5,137.87,0,1.27,7/7/2019
7129.5,123.45,0.04,1.27,7/8/2019
7130.5,113.34,0,1.27,7/9/2019
7131.5,110.71,0,1.27,7/10/2019
7132.5,112.68,0,1.27,7/11/2019
7133.5,113.1,0,1.27,7/12/2019
7134.5,113.35,0.05,1.27,7/13/2019
7135.5,113.08,0.11,1.27,7/14/2019
7136.5,112.31,0,1.27,7/15/2019
7137.5,112.45,0,1.27,7/16/2019
7138.5,112.29,0,1.27,7/17/2019
7139.5,78.68,20.09,1.27,7/18/2019
7140.5,98.34,0,1.27,7/19/2019
7141.5,98.35,0,1.27,7/20/2019
7142.5,96.68,0,1.27,7/21/2019
7143.5,96.61,0,1.27,7/22/2019
7144.5,99.7,0.06,1.27,7/23/2019
7145.5,98.29,0,1.27,7/24/2019
7146.5,97.7,0,1.27,7/25/2019
7147.5,97.46,0,1.27,7/26/2019
7148.5,97.77,0,1.27,7/27/2019
7149.5,98.02,0,1.27,7/28/2019
7150.5,97.94,0,1.27,7/29/2019
7151.5,97.66,0,1.27,7/30/2019
7152.5,98.93,0,1.27,7/31/2019
7153.5,97.83,0,1.27,8/1/2019
7154.5,99.27,0,1.27,8/2/2019
7155.5,97.41,0,1.27,8/3/2019
7156.5,98.95,0,1.27,8/4/2019
7157.5,98,0,1.27,8/5/2019
7158.5,98.99,0,1.27,8/6/2019
7159.5,98.67,0,1.27,8/7/2019
7160.5,98.2,0,1.27,8/8/2019
7161.5,98.6,0,1.27,8/9/2019
7162.5,98.01,0,1.27,8/10/2019
7163.5,97.85,0,1.27,8/11/2019
7164.5,97.39,0,1.27,8/12/2019
7165.5,85.45,11.78,1.27,8/13/2019
7166.5,89.05,10.97,1.27,8/14/2019
7167.5,99.76,0,1.27,8/15/2019
7168.5,98.93,0,1.27,8/16/2019
7169.5,98.38,0,1.27,8/17/2019
7170.5,98.07,0,1.27,8/18/2019
7171.5,97.66,0,1.27,8/19/2019
7172.5,52.02,46.87,1.27,8/20/2019
7173.5,22.6,74.67,1.27,8/21/2019
7174.5,21,74.72,1.27,8/22/2019
7175.5,32.91,63.97,1.27,8/23/2019
7176.5,31.8,64.51,1.27,8/24/2019
7177.5,29.42,68.48,1.27,8/25/2019
7178.5,28.8,68.67,1.64,8/26/2019
7179.5,27.57,69.23,1.81,8/27/2019
7180.5,19.53,77.18,1.81,8/28/2019
7181.5,30.26,65.32,1.81,8/29/2019
7182.5,67.35,27.79,1.81,8/30/2019
7183.5,87.75,7.48,1.81,8/31/2019
7184.5,90.7,7.07,1.81,9/1/2019
7185.5,90.03,7.49,1.81,9/2/2019
7186.5,89.35,7.52,1.81,9/3/2019
7187.5,77.9,20.44,1.81,9/4/2019
7188.5,69.72,27.6,1.81,9/5/2019
7189.5,70.16,25.89,1.81,9/6/2019
7190.5,69.1,14.35,1.81,9/7/2019
7191.5,68.97,12.43,1.81,9/8/2019
7192.5,50.78,2.53,1.81,9/9/2019
7193.5,65.78,5.64,1.81,9/10/2019
7194.5,65.05,5.6,1.81,9/11/2019
7195.5,64.16,5.59,1.81,9/12/2019
7196.5,63.92,5.58,1.81,9/13/2019
7197.5,62.26,5.64,1.81,9/14/2019
7198.5,60.73,5.63,1.81,9/15/2019
7199.5,60.85,5.21,1.81,9/16/2019
7200.5,58.37,0.85,1.81,9/17/2019
7201.5,57.74,0,1.81,9/18/2019
7202.5,57.88,0,1.81,9/19/2019
7203.5,58.16,0,1.81,9/20/2019
7204.5,59.31,0,1.81,9/21/2019
7205.5,60.03,0,1.81,9/22/2019
7206.5,59.75,0,1.81,9/23/2019
7207.5,59.1,0,1.81,9/24/2019
7208.5,53.2,0,1.81,9/25/2019
7209.5,50.46,0,1.81,9/26/2019
7210.5,57.3,0,1.81,9/27/2019
7211.5,59.89,0,1.81,9/28/2019
7212.5,62.53,0,1.81,9/29/2019
7213.5,77.96,0,1.81,9/30/2019
7214.5,79.07,0,1.81,10/1/2019
7215.5,78.74,0,1.81,10/2/2019
7216.5,78.05,0,1.81,10/3/2019
7217.5,78.37,0,1.81,10/4/2019
7218.5,78.75,0,1.81,10/5/2019
7219.5,79.16,0,1.81,10/6/2019
7220.5,76.11,0,1.81,10/7/2019
7221.5,78.39,0,1.81,10/8/2019
7222.5,73.62,0,1.81,10/9/2019
7223.5,75.58,0,1.81,10/10/2019
7224.5,74.75,0,1.81,10/11/2019
7225.5,75.93,0,1.81,10/12/2019
7226.5,75.49,0,1.81,10/13/2019
7227.5,73.46,0,1.81,10/14/2019
7228.5,76.39,0,1.81,10/15/2019
7229.5,74.58,0,1.81,10/16/2019
7230.5,78.93,0,1.81,10/17/2019
7231.5,76.26,0,1.81,10/18/2019
7232.5,75.57,0,1.81,10/19/2019
7233.5,77.22,0,1.81,10/20/2019
7234.5,77.28,0,1.81,10/21/2019
7235.5,77.45,0,1.81,10/22/2019
7236.5,76.52,0,1.81,10/23/2019
7237.5,75.9,0,1.81,10/24/2019
7238.5,77.78,0,1.81,10/25/2019
7239.5,74.22,0,1.81,10/26/2019
7240.5,76.13,0,1.81,10/27/2019
7241.5,76.08,0,1.81,10/28/2019
7242.5,75.37,0,1.81,10/29/2019
7243.5,76.1,0,1.81,10/30/2019
7244.5,75.23,0,1.81,10/31/2019
7245.5,66.61,10.6,1.81,11/1/2019
7246.5,77.59,0,1.81,11/2/2019
7247.5,79.48,0,1.81,11/3/2019
7248.5,77.3,0,1.81,11/4/2019
7249.5,77.48,0,1.81,11/5/2019
7250.5,75.48,0,1.81,11/6/2019
7251.5,76.21,0,1.81,11/7/2019
7252.5,76.27,0,1.81,11/8/2019
7253.5,75.89,0,1.81,11/9/2019
7254.5,75.12,0,1.81,11/10/2019
7255.5,75.92,0,1.81,11/11/2019
7256.5,79.09,0,1.81,11/12/2019
7257.5,76.19,0,1.81,11/13/2019
7258.5,75.27,0,1.81,11/14/2019
7259.5,75.5,0,1.81,11/15/2019
7260.5,73.21,0,1.81,11/16/2019
7261.5,73.48,0,1.81,11/17/2019
7262.5,71.62,4.06,1.81,11/18/2019
7263.5,56.75,16.76,1.81,11/19/2019
7264.5,48.24,29.62,1.81,11/20/2019
7265.5,40.1,35.58,1.81,11/21/2019
7266.5,47.85,29.47,1.81,11/22/2019
7267.5,45.95,29.42,1.81,11/23/2019
7268.5,48.59,29.47,1.81,11/24/2019
7269.5,46.95,29.61,1.81,11/25/2019
7270.5,46.55,29.74,1.81,11/26/2019
7271.5,46.16,29.88,1.81,11/27/2019
7272.5,44.69,29.6,1.81,11/28/2019
7273.5,46.3,29.12,1.81,11/29/2019
7274.5,44.61,29.29,1.81,11/30/2019
7275.5,34.99,29.61,1.81,12/1/2019
7276.5,29.48,29.84,1.81,12/2/2019
7277.5,49.37,16.93,1.81,12/3/2019
7278.5,58.16,7.21,1.81,12/4/2019
7279.5,61.11,7.18,1.81,12/5/2019
7280.5,61.12,7.19,1.81,12/6/2019
7281.5,59.15,7.27,1.81,12/7/2019
7282.5,57.64,7.25,1.81,12/8/2019
7283.5,60.88,7.27,1.81,12/9/2019
7284.5,60.94,7.35,1.81,12/10/2019
7285.5,59.57,7.27,1.81,12/11/2019
7286.5,59.81,7.18,1.81,12/12/2019
7287.5,59.9,7.19,1.81,12/13/2019
7288.5,60.98,7.24,1.81,12/14/2019
7289.5,59.36,7.09,1.81,12/15/2019
7290.5,59.65,7.11,1.81,12/16/2019
7291.5,61.17,7.16,1.81,12/17/2019
7292.5,61.99,7.06,1.81,12/18/2019
7293.5,53.92,13.56,1.81,12/19/2019
7294.5,62.05,4.73,1.81,12/20/2019
7295.5,65.67,0,1.81,12/21/2019
7296.5,63.07,0,1.81,12/22/2019
7297.5,65.52,0,1.81,12/23/2019
7298.5,64.69,0,1.81,12/24/2019
7299.5,66.28,0,1.81,12/25/2019
7300.5,64.44,0,1.81,12/26/2019
7301.5,67.12,0,1.81,12/27/2019
7302.5,63.78,0,1.81,12/28/2019
7303.5,64.62,0,1.81,12/29/2019
7304.5,67.33,0,1.81,12/30/2019
7305.5,65.75,0,1.81,12/31/2019
7306.5,30.02,0,1.81,1/1/2020
7307.5,43.07,0,1.81,1/2/2020
7308.5,26.25,0,1.81,1/3/2020
7309.5,57.33,0,1.81,1/4/2020
7310.5,43.26,0,1.81,1/5/2020
7311.5,59.48,0,1.81,1/6/2020
7312.5,52.28,0,1.81,1/7/2020
7313.5,35.05,0,1.81,1/8/2020
7314.5,55.75,0,1.81,1/9/2020
7315.5,43.91,0,1.81,1/10/2020
7316.5,54.7,0,1.81,1/11/2020
7317.5,57.65,0,1.81,1/12/2020
7318.5,49.53,0,1.81,1/13/2020
7319.5,53.21,0,1.81,1/14/2020
7320.5,24.6,0,1.8,1/15/2020
7321.5,20.28,0,1.51,1/16/2020
7322.5,20.22,0,1.61,1/17/2020
7323.5,40.72,0,1.81,1/18/2020
7324.5,42.37,0,1.81,1/19/2020
7325.5,34.37,0,1.81,1/20/2020
7326.5,19.46,0,1.66,1/21/2020
7327.5,46.27,0,1.81,1/22/2020
7328.5,40.22,0,1.81,1/23/2020
7329.5,39.58,0,1.81,1/24/2020
7330.5,18.34,0,1.81,1/25/2020
7331.5,15.15,0,1.16,1/26/2020
7332.5,22.63,0,1.7,1/27/2020
7333.5,52.59,0,1.81,1/28/2020
7334.5,53.62,0,1.81,1/29/2020
7335.5,34.26,0,1.81,1/30/2020
7336.5,50.72,0,1.81,1/31/2020
7337.5,54.22,0,1.81,2/1/2020
7338.5,51.17,0,1.81,2/2/2020
7339.5,57.33,0,1.81,2/3/2020
7340.5,54.15,0,1.81,2/4/2020
7341.5,51.91,0,1.81,2/5/2020
7342.5,49.94,0,1.81,2/6/2020
7343.5,49.62,0,1.81,2/7/2020
7344.5,49.84,0,1.81,2/8/2020
7345.5,50.15,0,1.81,2/9/2020
7346.5,51.02,0,1.81,2/10/2020
7347.5,49.61,0,1.81,2/11/2020
7348.5,50.09,0,1.81,2/12/2020
7349.5,47.14,0,1.81,2/13/2020
7350.5,49.61,0,1.81,2/14/2020
7351.5,47.77,0,1.81,2/15/2020
7352.5,51.02,0,1.81,2/16/2020
7353.5,49.85,0,1.81,2/17/2020
7354.5,49.76,0,1.81,2/18/2020
7355.5,48.12,0,1.81,2/19/2020
7356.5,49.23,0,1.81,2/20/2020
7357.5,50.05,0,1.81,2/21/2020
7358.5,48.96,0,1.81,2/22/2020
7359.5,54.35,0,1.81,2/23/2020
7360.5,58.29,0,1.81,2/24/2020
7361.5,57.6,0,1.81,2/25/2020
7362.5,48.6,7.17,1.81,2/26/2020
7363.5,55.19,0.01,1.81,2/27/2020
7364.5,56.5,0.14,1.81,2/28/2020
7365.5,55.86,0,1.81,2/29/2020
7366.5,56.46,0.04,1.81,3/1/2020
7367.5,55.98,0,1.81,3/2/2020
7368.5,58.57,0,1.81,3/3/2020
7369.5,54.68,0,1.81,3/4/2020
7370.5,57.3,0,1.81,3/5/2020
7371.5,56.54,0,1.81,3/6/2020
7372.5,56.58,0,1.81,3/7/2020
7373.5,55.71,0,1.81,3/8/2020
7374.5,57.68,0,1.81,3/9/2020
7375.5,51.2,0,1.81,3/10/2020
7376.5,50.13,0,1.81,3/11/2020
7377.5,48.94,0,1.81,3/12/2020
7378.5,52.37,0,1.81,3/13/2020
7379.5,46.89,0,1.81,3/14/2020
7380.5,39.91,0,1.81,3/15/2020
7381.5,36.97,0,1.81,3/16/2020
7382.5,42.36,0,1.81,3/17/2020
7383.5,40.97,0,1.81,3/18/2020
7384.5,43.38,0,1.81,3/19/2020
7385.5,42.67,0,1.81,3/20/2020
7386.5,42.25,0,1.81,3/21/2020
7387.5,45.18,0,1.81,3/22/2020
7388.5,43.76,0,1.81,3/23/2020
7389.5,45.83,0,1.81,3/24/2020
7390.5,42.97,0,1.81,3/25/2020
7391.5,43.43,0,1.81,3/26/2020
7392.5,42.35,0,1.81,3/27/2020
7393.5,45.2,0,1.81,3/28/2020
7394.5,44.31,0,1.81,3/29/2020
7395.5,43.99,0,1.81,3/30/2020
7396.5,44.33,0,1.81,3/31/2020
7397.5,44.94,0,1.81,4/1/2020
7398.5,42.86,0,1.81,4/2/2020
7399.5,43.28,0,1.81,4/3/2020
7400.5,41.81,0,1.81,4/4/2020
7401.5,26.41,0,1.81,4/5/2020
7402.5,37.14,0,1.81,4/6/2020
7403.5,41.4,0,1.81,4/7/2020
7404.5,40.06,0,1.81,4/8/2020
7405.5,40.75,0,1.81,4/9/2020
7406.5,42.78,0,1.81,4/10/2020
7407.5,41.91,0,1.81,4/11/2020
7408.5,41.87,0,1.81,4/12/2020
7409.5,43.43,0,1.81,4/13/2020
7410.5,43.37,0,1.81,4/14/2020
7411.5,43.57,0,1.81,4/15/2020
7412.5,44.09,0,1.81,4/16/2020
7413.5,41.43,0,1.81,4/17/2020
7414.5,42.48,0,1.81,4/18/2020
7415.5,41.91,0,1.81,4/19/2020
7416.5,42.66,0,1.81,4/20/2020
7417.5,42.38,0,1.81,4/21/2020
7418.5,44.61,0,1.81,4/22/2020
7419.5,43.56,0,1.81,4/23/2020
7420.5,36.04,0,1.81,4/24/2020
7421.5,31.95,0,1.81,4/25/2020
7422.5,42.99,0,1.81,4/26/2020
7423.5,45.1,0,1.81,4/27/2020
7424.5,36.21,0,1.81,4/28/2020
7425.5,37.56,0,1.81,4/29/2020
7426.5,35.1,0,1.81,4/30/2020
7427.5,35.18,0,1.81,5/1/2020
7428.5,34.94,0,1.81,5/2/2020
7429.5,35.83,0,1.81,5/3/2020
7430.5,36.89,0,1.81,5/4/2020
7431.5,36.94,0,1.81,5/5/2020
7432.5,38.72,0,1.81,5/6/2020
7433.5,36.93,0,1.81,5/7/2020
7434.5,34.78,0,1.81,5/8/2020
7435.5,35.99,0,1.81,5/9/2020
7436.5,35.82,0,1.81,5/10/2020
7437.5,38.57,0,0.85,5/11/2020
7438.5,38.08,0,1.09,5/12/2020
7439.5,45.57,0,1.42,5/13/2020
7440.5,53.89,0,1.42,5/14/2020
7441.5,51.74,0,1.42,5/15/2020
7442.5,51.72,0,1.42,5/16/2020
7443.5,52.31,0,1.42,5/17/2020
7444.5,50.26,0,1.42,5/18/2020
7445.5,48.76,0,1.42,5/19/2020
7446.5,44.05,0,1.42,5/20/2020
7447.5,36.92,0,1.42,5/21/2020
7448.5,37.43,0,1.3,5/22/2020
7449.5,37.24,0,1.27,5/23/2020
7450.5,37.23,0,1.27,5/24/2020
7451.5,35.84,0,1.27,5/25/2020
7452.5,36.17,0,1.27,5/26/2020
7453.5,35.6,0,1.27,5/27/2020
7454.5,45.51,0,1.27,5/28/2020
7455.5,49.36,0,1.27,5/29/2020
7456.5,51.08,0,1.27,5/30/2020
7457.5,49.85,0,1.27,5/31/2020
7458.5,36.21,13.89,1.27,6/1/2020
7459.5,36.72,12.84,1.27,6/2/2020
7460.5,38.45,11.66,1.27,6/3/2020
7461.5,34.79,14.28,1.27,6/4/2020
7462.5,41.87,7.76,1.27,6/5/2020
7463.5,50.41,0,1.27,6/6/2020
7464.5,62.6,0,1.27,6/7/2020
7465.5,63.98,0,1.27,6/8/2020
7466.5,68.32,0,1.27,6/9/2020
7467.5,65.54,0,1.27,6/10/2020
7468.5,72.86,0,1.27,6/11/2020
7469.5,74.94,0,1.27,6/12/2020
7470.5,82.08,0,1.27,6/13/2020
7471.5,80.85,0,1.11,6/14/2020
7472.5,79.85,0,1.27,6/15/2020
7473.5,43.46,37.74,1.27,6/16/2020
7474.5,64.89,13.86,1.27,6/17/2020
7475.5,81.22,0,1.27,6/18/2020
7476.5,80.67,0,1.27,6/19/2020
7477.5,81.44,0,1.27,6/20/2020
7478.5,81.91,0,1.27,6/21/2020
7479.5,81.04,0,1.27,6/22/2020
7480.5,86.64,0,1.27,6/23/2020
7481.5,88.1,0,1.27,6/24/2020
7482.5,89.62,0,1.27,6/25/2020
7483.5,89.58,0,1.27,6/26/2020
7484.5,89.78,0,1.27,6/27/2020
7485.5,100.46,0,1.27,6/28/2020
7486.5,103.46,0,1.27,6/29/2020
7487.5,103.17,0,1.27,6/30/2020
7488.5,103.37,0,1.27,7/1/2020
7489.5,102.34,0,1.27,7/2/2020
7490.5,103.08,0,1.27,7/3/2020
7491.5,102.73,0,1.27,7/4/2020
7492.5,102.83,0,1.27,7/5/2020
7493.5,101,0,1.27,7/6/2020
7494.5,110.69,0.5,1.27,7/7/2020
7495.5,114.33,0.47,1.27,7/8/2020
7496.5,117.18,0,1.27,7/9/2020
7497.5,114.45,0,1.27,7/10/2020
7498.5,113.89,0,1.27,7/11/2020
7499.5,115.96,0,1.27,7/12/2020
7500.5,116.22,0.04,1.27,7/13/2020
7501.5,113.83,0.04,1.27,7/14/2020
7502.5,115.07,0,1.27,7/15/2020
7503.5,113.74,0,1.27,7/16/2020
7504.5,116.03,0,1.27,7/17/2020
7505.5,115.48,0,1.27,7/18/2020
7506.5,115.38,0,1.27,7/19/2020
7507.5,116.04,0,1.27,7/20/2020
7508.5,115.49,0,1.27,7/21/2020
7509.5,100.49,0,1.27,7/22/2020
7510.5,102.66,0,1.27,7/23/2020
7511.5,98.78,0,1.27,7/24/2020
7512.5,99.86,0,1.27,7/25/2020
7513.5,92.73,0,1.27,7/26/2020
7514.5,87.03,0,1.27,7/27/2020
7515.5,87.6,0,1.27,7/28/2020
7516.5,87.82,0,1.27,7/29/2020
7517.5,88.19,0,1.27,7/30/2020
7518.5,87.22,0,1.27,7/31/2020
7519.5,58.54,0,1.27,8/1/2020
7520.5,41.51,0,1.27,8/2/2020
7521.5,43.27,0,1.27,8/3/2020
7522.5,62.22,0,1.27,8/4/2020
7523.5,43.45,0,1.27,8/5/2020
7524.5,38.32,0,1.27,8/6/2020
7525.5,49.02,0,1.27,8/7/2020
7526.5,37.58,0,1.27,8/8/2020
7527.5,46.79,0,1.27,8/9/2020
7528.5,38.52,0,1.27,8/10/2020
7529.5,52.15,0,1.27,8/11/2020
7530.5,65.08,0,1.27,8/12/2020
7531.5,49.42,0,1.27,8/13/2020
7532.5,54.7,0,1.27,8/14/2020
7533.5,64.7,0,1.27,8/15/2020
7534.5,57.07,0,1.27,8/16/2020
7535.5,67.83,0,1.27,8/17/2020
7536.5,60.47,0,1.27,8/18/2020
7537.5,75.33,0,1.27,8/19/2020
7538.5,73.38,0,1.27,8/20/2020
7539.5,75.85,0,1.27,8/21/2020
7540.5,73.75,0,1.27,8/22/2020
7541.5,73.48,0,1.27,8/23/2020
7542.5,75.22,0,1.27,8/24/2020
7543.5,74.93,0.02,1.27,8/25/2020
7544.5,67.43,0,1.27,8/26/2020
7545.5,66,0,1.27,8/27/2020
7546.5,65.96,0,1.27,8/28/2020
7547.5,66.45,0,1.27,8/29/2020
7548.5,67.62,0,1.27,8/30/2020
7549.5,61.09,0.06,1.27,8/31/2020
7550.5,60.56,0,1.27,9/1/2020
7551.5,61.09,0,1.27,9/2/2020
7552.5,61.4,0,1.27,9/3/2020
7553.5,60.62,0,1.27,9/4/2020
7554.5,59.79,0,1.27,9/5/2020
7555.5,60.81,0,1.27,9/6/2020
7556.5,59.86,0,1.27,9/7/2020
7557.5,59.92,0,1.27,9/8/2020
7558.5,58.67,0,1.27,9/9/2020
7559.5,60.32,0,1.27,9/10/2020
7560.5,59.76,0,1.27,9/11/2020
7561.5,59.18,0,1.27,9/12/2020
7562.5,58.01,0,1.27,9/13/2020
7563.5,57.8,0,1.27,9/14/2020
7564.5,60.16,0,1.27,9/15/2020
7565.5,58.66,0,1.27,9/16/2020
7566.5,45.98,0,1.27,9/17/2020
7567.5,51.98,0,1.27,9/18/2020
7568.5,52.79,0,1.27,9/19/2020
7569.5,52.66,0,1.27,9/20/2020
7570.5,53.1,0,1.27,9/21/2020
7571.5,52.69,0,1.27,9/22/2020
7572.5,53.77,0,1.27,9/23/2020
7573.5,53.61,0,1.27,9/24/2020
7574.5,52.34,0,1.27,9/25/2020
7575.5,51.93,0,1.27,9/26/2020
7576.5,50.04,0,1.27,9/27/2020
7577.5,54.2,0,1.27,9/28/2020
7578.5,53.44,0,1.27,9/29/2020
7579.5,54.8,0.01,1.27,9/30/2020
7580.5,50.9,0,1.27,10/1/2020
7581.5,52.9,0,1.27,10/2/2020
7582.5,51.79,0,1.27,10/3/2020
7583.5,52.51,0,1.27,10/4/2020
7584.5,52.64,0,1.27,10/5/2020
7585.5,48.68,0,1.27,10/6/2020
7586.5,45.07,0,1.27,10/7/2020
7587.5,40.66,3.91,1.27,10/8/2020
7588.5,45.05,0,1.27,10/9/2020
7589.5,45.4,0,1.27,10/10/2020
7590.5,43.59,2.66,1.27,10/11/2020
7591.5,45.46,0,1.27,10/12/2020
7592.5,43.93,0,1.27,10/13/2020
7593.5,44.58,0,1.27,10/14/2020
7594.5,44.56,0,1.27,10/15/2020
7595.5,43.21,0,1.27,10/16/2020
7596.5,41.92,0,1.27,10/17/2020
7597.5,43.34,0,1.27,10/18/2020
7598.5,43.78,0,1.27,10/19/2020
7599.5,45.42,0,1.27,10/20/2020
7600.5,45.94,0,1.27,10/21/2020
7601.5,45.72,0,1.27,10/22/2020
7602.5,45.34,0,1.27,10/23/2020
7603.5,45.45,0,1.27,10/24/2020
7604.5,43.77,0,1.27,10/25/2020
7605.5,37.69,9,1.27,10/26/2020
7606.5,42.07,0,1.27,10/27/2020
7607.5,42.9,0,1.27,10/28/2020
7608.5,40.76,0,1.27,10/29/2020
7609.5,40.31,0,1.27,10/30/2020
7610.5,40.45,0,1.27,10/31/2020
7611.5,37.29,0,1.27,11/1/2020
7612.5,35.31,0,1.27,11/2/2020
